"","Num","Fam","Pop","Lat","Start","Duration","KurtosisSTD","SkewnessSTD","VarianceSTD","MeanFDSTD","KurtosisRD","SkewnessRD","VarianceRD","MeanFDRD"
"17",22,"E8","ONNO",45.4319444,11,45,1.10119769171646,-1.03650690319448,15.8907732988369,28.846565847511,720169.241475218,4527.09858485253,106.937019504967,26.9565217391304
"18",23,"F13","ONRO",45.2627778,16,38,1.04796470916305,-1.0176184125435,23.7021541981534,37.8673780487805,36140.5168664543,-537.410160586598,41.1114338762316,27.2456140350877
"19",25,"E1","ONNO",45.4319444,13,20,1.03460334223937,-1.01264775696984,12.9085286458333,21.3333333333333,21509.1261830324,-111.936299674224,52.6061213705259,17.2972972972973
"20",26,"A12","ONTI",48.4789167,18,43,1.06673853531689,-1.02506843769334,21.3519409736872,34.2068965517241,111940.441623339,-1528.34129994873,68.5743677992067,44.4920634920635
"21",27,"J6","NYLV",43.6971944,21,40,1.0731475237343,-1.02521470431513,25.9217618214861,49.0314097881665,154679849.1925,62104.5356614627,745.712723747984,353.369863013699
"22",28,"J5","NYLV",43.6971944,33,36,1.37887578848503,-1.13836611598891,23.856201259114,55.1671018276762,4862561.24861991,3601.10616632277,226.186662549796,118.466216216216
"23",29,"A13","ONTI",48.4789167,16,39,1.06063135870889,-1.02319998128696,25.5889969668439,36.9967845659164,95445.3767324895,1025.29987871752,38.3313532574086,20.9662162162162
"24",31,"I5","ONWH",45.49,13,70,1.01423511072434,-1.0054087642636,38.9254683604415,48.2787456445993,451922.233781324,3277.50594025888,93.4344715650723,27.3972602739726
"25",32,"B5","ONEC",47.6908056,16,NA,1.16886653045505,-1.05877758699323,9.95086751777244,24.2824427480916,363550.893828422,1250.52319531228,99.1608947899118,44.2391304347826
"26",33,"A4","ONTI",48.4789167,17,43,1.01560363553972,-1.00578229715301,29.5529737850343,39.8268551236749,12844.43480746,-144.602189382579,33.6041794537492,15.1282051282051
"27",34,"P16","NJHP",41.3128333,17,55,1.03801701390781,-1.01408886028048,34.917393932774,50.7724898432966,1402347.51314955,-2961.42938068645,172.207428111612,88.4583333333333
"28",35,"M12","NYCH",42.2382222,18,54,1.04331520269059,-1.01627604822359,31.3481096308478,45.3365548607163,9131468.42174255,2912.9289206574,306.770936434998,131.438596491228
"29",36,"J20","NYLV",43.6971944,48,24,1.10848953924867,-1.03937834867091,29.2067961800105,57.3650793650794,61376.5817820644,-694.20602198256,58.252998023427,32.3636363636364
"30",37,"I1","ONWH",45.49,14,NA,1.17963995995602,-1.06628343541898,7.75986842105263,19,8098103.56525509,19430.6904783888,249.898843494488,84.1643835616438
"31",38,"P17","NJHP",41.3128333,37,32,1.09754540115414,-1.03613766067632,29.6562454710552,58.2716049382716,13613126.4681826,32217.4128481471,313.551033324536,76.1830985915493
"32",39,"T2","MDDB",38.7526111,28,39,1.05018822006221,-1.01844411890763,32.4107443308659,49.8086816720257,530284765.509543,251122.056320605,1160.54304046182,409.720588235294
"33",41,"I20","ONWH",45.49,13,NA,1.23049527241122,-1.08137335154068,13.1403589332155,27.2148760330579,178341.185129186,-1050.64998318739,87.114514764172,43.8363636363636
"34",42,"I13","ONWH",45.49,14,43,1.04389548534171,-1.01636088594983,27.7944313277337,39.9541627689429,4126769.39374485,-13675.6730730844,299.468900261009,132.235294117647
"35",43,"A8","ONTI",48.4789167,16,39,1.08853182478918,-1.03393000221897,23.1325446529178,35.9966688874084,10889068.5983144,22464.6038073132,282.07993346781,105.77397260274
"36",44,"I7","ONWH",45.49,14,39,1.02179863436719,-1.008076008826,21.4792110945622,30.4245810055866,-2,-2,-53.371655775875,3.77380952380952
"37",49,"P1","NJHP",41.3128333,22,48,1.12295662332977,-1.04612400964691,33.8084639816667,58.2782258064516,63880245.5120314,42264.7802011085,609.862802710789,222.893442622951
"38",50,"L6","NYSC",42.5230556,35,34,1.26345894486456,-1.0919980486276,24.6234725940306,55.2973467520586,727931682.697896,-330348.060307493,1516.48759398398,758.633333333333
"39",51,"G12","ONPG",44.5948889,22,44,1.05653914872233,-1.02082870886233,26.7778448325073,44.603513174404,14196684.0354763,-24251.0912439262,372.258008355538,209.822580645161
"40",52,"T7","MDDB",38.7526111,16,39,1.01164765650274,-1.00427867009814,24.752261262001,34.1398416886544,61751.9272008919,212.728774471493,47.9284079810299,24.9296875
"41",53,"A8","ONTI",48.4789167,9,51,1.02859829432556,-1.01059934454972,18.7498830933659,27.2215447154472,73828364.1131273,74232.937459074,552.199174322417,223.402597402597
"42",54,"H16","ONDM",44.4933889,15,34,1.03160240061751,-1.01162009151213,21.6298881063954,32.6315789473684,-2,-2,-506.310444779479,0.489247311827957
"43",55,"S11","NJPT",40.34025,32,40,1.08822336141766,-1.03240235637295,34.3708568095126,57.5948446794448,67353567.9334858,24198.6081128297,623.185119560169,262.758064516129
"44",56,"I11","ONWH",45.49,16,NA,1.06506656834903,-1.02359402643404,15.8370821604478,28.6923076923077,158684.068806788,1660.66098806005,43.790279319841,19.5194805194805
"45",58,"J1","NYLV",43.6971944,37,34,1.05989066581506,-1.02225125591375,31.578708573903,54.125,43095653.6732671,46359.7165105646,435.190802423837,178.295774647887
"46",59,"J8","NYLV",43.6971944,22,39,1.03737564801114,-1.01356828759388,28.1202926914415,44.4887433483422,568394.839347886,-3629.857988606,138.191520626521,73.3275862068966
"47",61,"G5","ONPG",44.5948889,16,44,1.04267744197264,-1.01543807296981,25.9140363112842,40.4492280285036,175701114.013645,33681.3251391725,855.573581644744,382.626865671642
"48",64,"B8","ONEC",47.6908056,17,NA,1.06118567466577,-1.0225096024867,19.5839072108915,31.7447183098592,-2,-2,-721.506109343763,0.346666666666667
"49",65,"A6","ONTI",48.4789167,10,46,1.06838763999758,-1.02550354222173,21.4547857146486,35.8427995602785,8815609.22616995,9743.51720804899,305.336220361641,116.5
"50",66,"G14","ONPG",44.5948889,9,46,1.02057279181714,-1.00743560504331,25.3716971780227,36.5800965547509,4899415.36994585,17582.7218522174,145.973244062719,47.7976190476191
"51",68,"H19","ONDM",44.4933889,16,45,1.02789116471285,-1.01028203911064,26.5208560319257,37.3333333333333,19657.8916495669,-405.498774075009,38.1155011870091,21.530612244898
"52",69,"J11","NYLV",43.6971944,28,35,1.05457099631182,-1.02044886918668,31.0551286609631,48.4461538461538,147941.863749611,1713.30425078524,45.8404756223654,14.1111111111111
"53",70,"P1","NJHP",41.3128333,21,48,1.06800789352645,-1.02514076054067,32.0753794296042,49.8104897131266,14642717.0646334,-18190.5859946323,333.865296628937,198.4375
"54",71,"P1","NJHP",41.3128333,52,37,1.0212567890693,-1.0077513789088,47.716780760443,74.1739130434783,42068363.1413628,16519.1218756357,500.948775919894,206.938596491228
"55",72,"J12","NYLV",43.6971944,11,50,1.07133091880652,-1.02614246119764,29.2500132557225,46.2905198776758,32988595.5268839,-4163.80674829831,490.946047633124,245.471014492754
"56",73,"P6","NJHP",41.3128333,41,34,1.1591447988506,-1.0579309900794,28.9044142978029,55.0178571428571,23336313.5913051,7615.16222225114,395.980506859721,187.451612903226
"57",75,"F2","ONRO",45.2627778,16,51,1.22590030013502,-1.08553164168105,10.8153963325327,23.3076923076923,883206.854311429,-2304.83808875341,152.382820836034,78.34375
"58",76,"L13","NYSC",42.5230556,20,49,1.09754521353363,-1.03675066982029,32.6577651987455,51.5665744764915,-2,-2,-53.3260755201496,3.81081081081081
"59",77,"H4","ONDM",44.4933889,17,39,1.02912783979048,-1.01078076595406,23.1681015688606,33.4969696969697,1019884.90728298,-7605.69241034008,195.828965563312,87.2857142857143
"60",78,"H13","ONDM",44.4933889,13,50,1.0511013428248,-1.01907692816473,23.3881790571247,35.7267054908486,8194017.35322226,15338.0050053347,271.308767982541,116.013333333333
"61",80,"M13","NYCH",42.2382222,21,44,1.03683140916792,-1.01379781601301,31.2838400791213,46.9160007795751,5149717.60709677,9810.08427689626,232.733407853195,96.4931506849315
"62",81,"G1","ONPG",44.5948889,11,50,1.06009557195174,-1.02261210519727,23.9039910165588,35.5478036175711,45386722.7813734,798.525923901083,532.219969099201,274.388888888889
"63",83,"A18","ONTI",48.4789167,8,55,1.04558934510899,-1.0168201888429,22.8998799495877,34.9827072152654,17585904.3494599,7342.29716994703,364.10545594924,168.359375
"64",84,"L20","NYSC",42.5230556,59,14,2.01784289308654,-1.34083409971267,11.5884146341463,61.5,62570004.1166597,-79611.8221301697,623.561253386532,350.145161290323
"65",85,"A16","ONTI",48.4789167,10,45,1.08353336612391,-1.03136124210771,21.0751054547643,35.1709699930216,192131.436503338,-744.490338819488,78.2945961490373,44.4333333333333
"66",86,"T11","MDDB",38.7526111,9,61,1.10171886959796,-1.03770892537986,33.2911748186334,51.1629692832765,24516.0787852125,-928.641424025695,47.8135495210923,25.0357142857143
"67",87,"E4","ONNO",45.4319444,16,31,0,0,0,16,23027482.370332,11510.8093803065,439.07023056486,182.693548387097
"68",88,"I8","ONWH",45.49,18,22,1.02999791047106,-1.01066450910824,19.9042302560241,33.2,559109.741526911,-5390.62638289994,131.151651692826,75.4727272727273
"69",90,"S10","NJPT",40.34025,11,75,1.46344396163581,-1.16641187324248,22.78790257884,54.7616822429907,359394.842536362,-4393.60476222768,176.278216382923,58.2432432432432
"70",91,"A12","ONTI",48.4789167,8,55,1.08316694693001,-1.03226825013533,28.662554532881,41.6005488043904,246533.403243793,2422.96909825263,68.9185660597109,17.6216216216216
"71",93,"G2","ONPG",44.5948889,16,39,1.09936875263603,-1.03805462553901,22.9425017061637,36.3742071881607,2039842.26956298,-11686.3159192003,178.616986998998,118.290322580645
"72",94,"P4","NJHP",41.3128333,18,49,1.02400524377016,-1.00878938593368,32.0735001615826,45.9882352941177,24716024.2655598,-4512.76949913862,404.374070780007,218.768656716418
"73",95,"G12","ONPG",44.5948889,11,50,1.05997418173544,-1.02247158677929,25.5829227083649,37.4858490566038,287883.871639087,2083.01527947138,66.3658641052291,32.5316455696203
"74",97,"S1","NJPT",40.34025,63,23,1.0292233792622,-1.01077383210341,67.7480009587192,95.1395348837209,28674418.453291,29090.4874500296,436.066294345458,174.970149253731
"75",98,"H17","ONDM",44.4933889,8,NA,1.00926220436477,-1.00340245821965,21.6584717500738,30.1674876847291,-2,-2,-26.9845992158733,5.67567567567568
"76",99,"S8","NJPT",40.34025,38,34,1.14086823571872,-1.05084397919922,30.6139189259052,58.6896551724138,49024.0547688006,886.67736035843,11.1330725957508,18.3730158730159
"77",100,"G7","ONPG",44.5948889,8,46,1.01002378865463,-1.00374525866254,19.3763040518421,28.2372685185185,258052.7192974,-367.65623514916,110.693295131668,45.8148148148148
"78",102,"P11","NJHP",41.3128333,29,45,1.04573518296545,-1.01662892865375,35.1726520865278,53.63133640553,1351792495.15029,-544339.768248013,1876.65319039346,937.210526315789
"79",103,"B7","ONEC",47.6908056,16,NA,1.0675857939204,-1.02490532894505,11.121595715268,25.3564356435644,-2,-2,-228.909290547203,1.05813953488372
"80",104,"T14","MDDB",38.7526111,32,40,1.04599289885433,-1.0170551124407,36.4296509946828,56.5063469675599,54797.1812476341,984.767029840263,15.4498767344084,9.90540540540541
"81",106,"M2","NYCH",42.2382222,21,49,1.01521346807748,-1.00555379611717,33.0289468611704,46.4365482233503,-2,-2,-3.21315432539919,10.5789473684211
"82",108,"P13","NJHP",41.3128333,35,34,1.42843530421707,-1.15651044393751,22.3126488503107,58.6363636363636,5639.29964611474,-285.38987818315,8.27166065807176,13.0673076923077
"83",111,"H18","ONDM",44.4933889,13,48,1.09101553786491,-1.03442639865503,27.292103526334,42.1855099215505,943079.859763624,5431.8988968876,114.674812159482,30.0547945205479
"84",112,"H6","ONDM",44.4933889,11,44,1.01728924538407,-1.00632088372268,25.2518523135099,34.695652173913,15473055.113162,-6288.60954850578,414.70294417376,187.983870967742
"85",113,"A6","ONTI",48.4789167,9,NA,1.02250288483777,-1.00848043746378,21.0624034420586,28.4669117647059,8065510.16630129,-5193.87657506323,314.885087590009,154.161290322581
"86",114,"B17","ONEC",47.6908056,16,39,1.02048274744461,-1.00772567366511,15.7966096499247,25.0168539325843,157549.197045599,509.083280815556,57.494160618793,33.7638888888889
"87",115,"L13","NYSC",42.5230556,11,49,1.04733150538094,-1.01719212677513,25.7114852071132,40.1102811950791,-2,-2,-51.1621384788051,3.97222222222222
"88",116,"A14","ONTI",48.4789167,9,40,1.01414616133779,-1.00522653070725,22.4793275510424,30.0739856801909,68672.5214416112,-1087.89403317955,65.5812884539282,35.2407407407407
"89",117,"H5","ONDM",44.4933889,11,33,1.04215076803569,-1.01578162735735,17.5307112073477,26.5722891566265,611683.497470439,-3228.98136722538,184.310880188006,66.1477272727273
"90",118,"E20","ONNO",45.4319444,11,29,1.07906204671236,-1.02994124462419,12.8028311528566,22.8023255813954,11240415.293849,28065.9301844412,295.694346141309,74.4520547945205
"91",119,"P11","NJHP",41.3128333,38,34,1.2587508907523,-1.09046699352004,24.7259096465759,60.0631970260223,8225358.15219716,7081.78188108495,269.567843839572,123.241935483871
"92",120,"M8","NYCH",42.2382222,17,44,1.032363801558,-1.0117656960327,24.8946439223047,36.9955343852337,-2,-2,-73.3247137752591,3.14457831325301
"93",121,"H12","ONDM",44.4933889,11,49,1.00952667125689,-1.00352030329606,25.8846629065998,33.4592391304348,11051223.5343236,29325.8647812661,278.661394955828,69.7594936708861
"94",123,"M2","NYCH",42.2382222,16,49,1.02200922813745,-1.00824828612172,27.34700322718,37.4787052810903,54313532.9641071,-100707.758076025,742.278995406374,322.19387755102
"95",124,"T4","MDDB",38.7526111,43,31,1.06350006170409,-1.02360941805604,35.2588348489812,56.4221748400853,1249830.90045561,7354.1148894485,83.0499784663061,31.6706349206349
"96",125,"G4","ONPG",44.5948889,11,52,1.02866129434515,-1.01069229511287,22.5609549521546,31.9808612440191,6507547.5081947,6557.53822568266,266.072939976408,123.069444444444
"97",126,"G20","ONPG",44.5948889,21,44,1.06373420083385,-1.02349180479777,27.1549384729018,42.6759180187874,10836.3322012645,-155.418097649248,19.6090629505189,16.5263157894737
"98",127,"I18","ONWH",45.49,21,27,1.10204792964315,-1.03750761107361,11.0520352403256,26.1428571428571,17536605.2184473,-42781.7637444575,379.674370130661,242.261538461538
"99",128,"S16","NJPT",40.34025,21,64,1.02141947161445,-1.00801363292632,41.4239651523494,53.378752886836,21887.0717749145,387.69155743827,14.9294778712843,12.4701492537313
"100",129,"F12","ONRO",45.2627778,13,33,1.04143627039924,-1.01499043174638,18.6126758161795,29.42,203723005.873057,75259.1671749247,905.323161691424,353.967741935484
"101",130,"B11","ONEC",47.6908056,8,NA,1.03236323935222,-1.01161604351595,11.1908746478132,19.7352185089974,626682.806364109,-1957.39383914796,124.368749124381,69.640625
"102",131,"M16","NYCH",42.2382222,11,43,1.03683329423271,-1.01357357155421,25.2961667553325,36.7888326775342,1489341.53149478,-336.366130346539,141.443529225978,85.0486111111111
"103",132,"I11","ONWH",45.49,22,22,1.50162467334941,-1.18014885371653,10.6973417207792,28.875,-2,-2,-16.0053053731262,6.94736842105263
"104",133,"S16","NJPT",40.34025,43,28,1.21764946401852,-1.07919613487522,26.8132443674177,57.7,5980326.59217733,-1521.35239892217,260.359812420122,130.612903225806
"105",134,"E7","ONNO",45.4319444,9,44,1.04408058420994,-1.01649103333873,19.6128478426375,28.5483193277311,326757.409618514,-4014.13354303467,116.132248996288,62.7222222222222
"106",135,"F11","ONRO",45.2627778,21,34,1.02165556928425,-1.00793111570023,26.5336085024646,38.258064516129,-2,-2,-89.9969309728249,2.47058823529412
"107",136,"B16","ONEC",47.6908056,13,NA,1.0922370809407,-1.0326935664868,14.093311822888,26.7078651685393,5369662.81146312,16430.6701520537,183.136442055738,76.2777777777778
"108",138,"F15","ONRO",45.2627778,16,32,1.01398011539703,-1.00509609851892,23.2251740785145,33.3426573426573,764735.815965874,-6040.36022968048,164.625139690553,80.5192307692308
"109",139,"G16","ONPG",44.5948889,16,36,1.02690008845286,-1.00993749329043,23.0374033290717,33.7615571776156,57843.6794019111,753.339743065247,21.9912701948718,15.4520547945205
"110",140,"P15","NJHP",41.3128333,19,44,1.03660645116482,-1.01351686367357,31.5169343060096,46.1392931392931,267066.228947763,-2665.82156367112,108.974120501425,55.4038461538462
"111",141,"T3","MDDB",38.7526111,37,39,1.25389481757873,-1.0935587182293,28.593904122219,61.0044742729307,39269500.5978421,-80607.9540693287,543.634363889332,313.45
"112",142,"L8","NYSC",42.5230556,21,40,1.02395888036751,-1.00871014621966,28.4006700156076,42.6702447402319,283236953.377155,143130.425052179,866.594374394747,407.743902439024
"113",143,"M6","NYCH",42.2382222,21,40,1.03970745306152,-1.01465045319357,29.8727773529652,44.3890658174098,41650404.1482743,56258.284850419,462.032830575549,126.084745762712
"114",144,"P9","NJHP",41.3128333,21,48,1.05423059463723,-1.02083085031271,35.2087310867694,49.8476953907816,21704.9510603702,-703.452332810538,45.8861768276227,23.3953488372093
"115",145,"S13","NJPT",40.34025,54,33,1.17677867981385,-1.06422685570684,35.5374207278361,71.6923076923077,65133.9228709638,158.074263388563,49.1021870548514,26.0806451612903
"116",146,"E17","ONNO",45.4319444,13,36,1.03649623489664,-1.01390772107393,23.762243255808,34.5038560411311,8562.28920966508,-126.018304120923,27.2909982699627,12.8378378378378
"117",147,"B15","ONEC",47.6908056,8,31,1.05237147591186,-1.01884918691681,13.9895253548699,23.8133561643836,244355.825120255,-1308.36048733153,123.639739606649,46.7717391304348
"118",148,"S20","NJPT",40.34025,37,35,1.18265859048198,-1.06506530873189,28.5370117497901,61.8534798534799,662969728.84579,337246.715959501,1284.85879006145,400.671641791045
"119",149,"G14","ONPG",44.5948889,11,45,1.07659168923698,-1.02937210434045,21.0028969300743,30.8373454782043,-2,-2,-4.41722173608544,10.3728813559322
"120",150,"S10","NJPT",40.34025,52,25,1.03299212726866,-1.01208500217814,41.1469222360248,64.4,15309809.4997106,-11110.3799412488,373.355194922883,194.838709677419
"121",151,"S15","NJPT",40.34025,43,34,1.19112376274462,-1.06639942733686,28.8466261924184,59.8334849863512,6487977.75231773,6508.39695114997,286.373159851697,126.840579710145
"122",152,"T1","MDDB",38.7526111,16,30,1.07974025393946,-1.03053252727219,21.5488483979064,34.2172318973419,-2,-2,-2.24712963463109,9.13924050632911
"123",153,"H15","ONDM",44.4933889,8,37,1.03747477884807,-1.0139247213565,21.0466542094773,32.1221976634039,148592.475602084,-1633.41370680337,81.3296432082212,46.6949152542373
"124",154,"J11","NYLV",43.6971944,17,70,1.10271501755943,-1.03767523599528,37.970322978119,60.9305949008499,4917655.2659317,8092.38785500524,257.068808920946,100.607692307692
"125",155,"L7","NYSC",42.5230556,21,48,1.05133574448844,-1.01924415806988,31.0908117287863,46.6806722689076,11021719.2546196,18399.1166685133,263.688469841257,103.194029850746
"126",156,"G17","ONPG",44.5948889,21,34,1.02723866470374,-1.00993152621774,25.9564109860677,39.1818181818182,459389.19498749,-1385.92570743665,139.724082870092,56.3673469387755
"127",158,"G9","ONPG",44.5948889,9,46,1.01566404500235,-1.00582788552777,27.0417203410521,35.7536369386464,12976224.1755894,464.138349280284,360.893033179905,169.4375
"128",159,"S7","NJPT",40.34025,36,29,1.05532680027322,-1.02008750551517,30.0565569799643,53.8787878787879,19852029.3686937,-15767.3880390243,429.70282591855,224.171641791045
"129",160,"M18","NYCH",42.2382222,11,44,1.05711336415167,-1.02090977539686,23.8756341280721,38.0756646216769,37227352.5127357,52547.4977690462,376.950802787173,145.886075949367
"130",161,"M4","NYCH",42.2382222,18,47,1.03043052005953,-1.01145881855982,30.8760742949459,43.2280311457175,17095.1943013645,-172.247017695181,37.3972939849461,17.3181818181818
"131",162,"M9","NYCH",42.2382222,16,55,1.04035123129019,-1.01539006950096,32.4548890423582,44.2794830371567,-2,-2,-46.2467514686847,3.77272727272727
"132",163,"F5","ONRO",45.2627778,21,34,1.13781915642222,-1.05254734889224,24.8770034353103,41.7303370786517,24862137.9628388,40624.6712697251,337.618225390666,121.694444444444
"133",164,"H20","ONDM",44.4933889,16,45,1.06468783772089,-1.02462041636881,27.8182449620477,40.8136645962733,81377275.5684781,57386.3087926684,666.599829343891,262.2
"134",165,"A6","ONTI",48.4789167,13,42,1.01449389532345,-1.00538500463522,23.4871801401438,32.4671532846715,4117271.1149672,87.5153779280006,280.923618673673,111.377192982456
"135",166,"I10","ONWH",45.49,18,30,1.24931522016698,-1.07980921760307,8.45258669748466,24.6666666666667,3793284.7181505,-9610.1054511966,241.373369673969,135.31746031746
"136",167,"T11","MDDB",38.7526111,29,55,1.05859154461004,-1.02174373516422,38.931011969044,57.3979517190929,9130343.06088378,-2265.58355068542,313.695337523328,153.7109375
"137",168,"S9","NJPT",40.34025,28,59,1.04681069355825,-1.01700710631884,39.9045684406376,59.9240669240669,122728.970987473,-237.422564866113,74.6290618237475,36.6379310344828
"138",169,"E10","ONNO",45.4319444,11,38,1.0224189419793,-1.00826138393789,20.3033700948825,28.9003558718861,3403179.12198364,12118.8515626267,170.833699656995,57.5185185185185
"139",170,"L7","NYSC",42.5230556,22,49,1.16003762099368,-1.0615008439137,33.8836466032749,54.8260869565217,23663803.5016297,-20358.9890111785,521.328759656304,226.710526315789
"140",171,"I15","ONWH",45.49,11,45,1.02443865502786,-1.00900304642424,20.312043034985,28.8596187175043,-2,-2,-81.3377712664741,2.88414634146341
"141",172,"H16","ONDM",44.4933889,9,NA,1.01451851264162,-1.00533391151426,25.6925443418915,34.8963139750729,-2,-2,-146.258555506993,1.625
"142",174,"F18","ONRO",45.2627778,21,57,1.03109259778443,-1.01150811808095,36.3006424993296,52.0900403165597,320552.68747681,-3060.18160957899,127.746417163487,57.8125
"143",175,"G3","ONPG",44.5948889,23,35,1.49165595920468,-1.18414117761848,20.0954476868935,45.3873570948218,9085764.52802568,11776.7883666478,329.678917637597,124.1796875
"144",176,"E16","ONNO",45.4319444,17,24,1.04711210872018,-1.01763209099808,14.7375219061532,24.9289940828402,440032.745836149,-573.840689079213,126.16960406299,55.9827586206897
"145",177,"E11","ONNO",45.4319444,11,44,1.0579319295823,-1.02148291521492,21.536591841453,32.2425149700599,96107969.7895861,36564.7784727458,665.708802059559,295.856060606061
"146",178,"F1","ONRO",45.2627778,16,20,1.15407975675363,-1.05487466700838,11.605740187714,25.8979591836735,-2,-2,-61.7362227398094,3.82608695652174
"147",179,"I13","ONWH",45.49,10,34,1.07619350179987,-1.02797746874916,15.1512840371889,25.9246575342466,3615131.95118291,1727.54016809706,221.632903021106,97.551724137931
"148",180,"M20","NYCH",42.2382222,31,34,1.10474458580036,-1.03720847200813,23.0617118401579,49.1153200223922,-2,-2,-5.68278043198078,9.24489795918367
"149",181,"H18","ONDM",44.4933889,23,41,1.02741974518894,-1.01001400282255,25.0259151846541,37.5762711864407,159914.250088046,-1310.1738597408,87.8982777534991,45.8103448275862
"150",182,"G11","ONPG",44.5948889,11,48,1.03430555235213,-1.01267923778161,27.3269032806658,38.477328936521,-2,-2,-22.6416566084952,5.81578947368421
"151",184,"P4","NJHP",41.3128333,23,44,1.03417153298237,-1.01222973106914,31.5912256946301,48.5089131684876,290337.925525884,246.00831314076,105.862129558286,44.7543859649123
"152",185,"S11","NJPT",40.34025,43,33,1.09890769272623,-1.03694688029429,35.6554027420355,59.8275862068965,56648529.014425,-85928.7912844516,603.76779333189,350.6484375
"153",186,"A1","ONTI",48.4789167,13,NA,1.00915771568942,-1.00336807872597,24.9195853978108,33.729537366548,15424044.0345232,-6260.66571943669,344.236984094141,202.849315068493
"155",188,"J4","NYLV",43.6971944,24,39,1.06404531906191,-1.02291451761347,30.7470792459492,50.3836239575436,84562.4150251391,895.961548790507,36.195400942426,20.9634146341463
"156",189,"P6","NJHP",41.3128333,21,44,1.21482569690761,-1.0824965012054,26.9414797788353,48.1895424836601,55213253.6225403,-14831.5433273442,613.606570144324,289.129032258065
"157",190,"E18","ONNO",45.4319444,13,NA,1.07662086323295,-1.02857658135832,19.2870801153324,31.2162162162162,955832171.966778,-154295.889627391,1461.68551864802,759
"158",191,"J2","NYLV",43.6971944,30,34,1.04715314753795,-1.01741500448891,21.4382460779625,40.1960784313725,1952894.20699371,-4963.76406481267,194.680226553093,104.68253968254
"159",193,"M7","NYCH",42.2382222,13,49,1.0479618784576,-1.01782706071011,28.1365619257149,41.5619266055046,36314.5454311756,96.2546933385784,41.2073612751075,22.3538461538462
"160",194,"L9","NYSC",42.5230556,16,49,1.01956279843461,-1.00710836127952,30.680274420811,43.5547445255474,11942.3164671761,-769.366739751166,1.03447524603711,13.5
"161",195,"P13","NJHP",41.3128333,33,46,1.08103373735702,-1.03063291813802,37.388843557045,58.4170305676856,-2,-2,-697.071240763018,0.358695652173913
"162",198,"E1","ONNO",45.4319444,8,34,1.13012531832184,-1.04786589744702,13.4336828817734,25.375,227066.730664413,105.145504444813,85.8268206262505,43.7538461538462
"163",199,"T13","MDDB",38.7526111,16,NA,0,0,0,16,266248002.016598,229932.692400801,760.733799558959,224.405063291139
